PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,PT,DEP,PL,TA,JT,JID,SB,MH,PMC,OTO,OT,EDAT,MHDA,CRDT,PHST,AID,PST,SO,COIS,AUID,RN,EIN,CIN,RF,GR,CON,TT,MID,CN,OID,FIR,IR,GN,PS,FPS
37232315,NLM,MEDLINE,20230529,20230613,0253-1933 (Print) 0253-1933 (Linking),42,,2023 May,Assessing the quality of data for drivers of disease emergence.,90-102,10.20506/rst.42.3352 [doi],"Drivers are factors that have the potential to directly or indirectly influence the likelihood of infectious diseases emerging or re-emerging. It is likely that an emerging infectious disease (EID) rarely occurs as the result of only one driver; rather, a network of sub-drivers (factors that can influence a driver) are likely to provide conditions that allow a pathogen to (re-)emerge and become established. Data on sub-drivers have therefore been used by modellers to identify hotspots where EIDs may next occur, or to estimate which sub-drivers have the greatest influence on the likelihood of their occurrence. To minimise error and bias when modelling how sub-drivers interact, and thus aid in predicting the likelihood of infectious disease emergence, researchers need good-quality data to describe these sub-drivers. This study assesses the quality of the available data on sub-drivers of West Nile virus against various criteria as a case study. The data were found to be of varying quality with regard to fulfilling the criteria. The characteristic with the lowest score was completeness, i.e. where sufficient data are available to fulfil all the requirements for the model. This is an important characteristic as an incomplete data set could lead to erroneous conclusions being drawn from modelling studies. Thus, the availability of good-quality data is essential to reduce uncertainty when estimating the likelihood of where EID outbreaks may occur and identifying the points on the risk pathway where preventive measures may be taken.",,"['Horigan, V', 'Kelly, L', 'Papa, A', 'Koopmans, M P G', 'Sikkema, R S', 'Koren, L G H', 'Snary, E L']","['Horigan V', 'Kelly L', 'Papa A', 'Koopmans MPG', 'Sikkema RS', 'Koren LGH', 'Snary EL']",,['eng'],['Journal Article'],,France,Rev Sci Tech,Revue scientifique et technique (International Office of Epizootics),8712301,IM,"['Animals', '*Communicable Diseases, Emerging/prevention & control/veterinary', '*Communicable Diseases/epidemiology/veterinary', 'Disease Outbreaks/prevention & control']",,['NOTNLM'],"['Data quality', 'Drivers', 'Emerging infectious disease', 'Modellinge', 'Predicting disease outbreaks', 'Prevention', 'West Nile virus']",2023/05/26 13:09,2023/05/29 06:42,['2023/05/26 06:03'],"['2023/05/29 06:42 [medline]', '2023/05/26 13:09 [pubmed]', '2023/05/26 06:03 [entrez]']",['10.20506/rst.42.3352 [doi]'],ppublish,Rev Sci Tech. 2023 May;42:90-102. doi: 10.20506/rst.42.3352.,,,,,,,,,Assessing the quality of data for drivers of disease emergence.,,,,,,,,
8903747,NLM,MEDLINE,19970312,20071115,0885-114X (Print) 0885-114X (Linking),10,4,1995 Oct-Dec,Communicable disease and firefighters.,747-62,,"As firefighters are increasing working in emergency medical response roles, their exposure to infectious diseases has also increased. This article discusses the various pathogens to which firefighters are particularly exposed and outlines measures to reduce their incidence. Legislation and resources specific to the fire service also are identified.",,"['Weaver, V M', 'Arndt, S D']","['Weaver VM', 'Arndt SD']","['Division of Occupational Health, Johns Hopkins University School of Hygiene and Public Health, Baltimore, Maryland, USA.']",['eng'],"['Journal Article', 'Review']",,United States,Occup Med,"Occupational medicine (Philadelphia, Pa.)",8605629,IM,"['*Communicable Disease Control/methods', '*Communicable Diseases/diagnosis/epidemiology/physiopathology/therapy', '*Fires', 'Guidelines as Topic', 'Humans', 'Incidence', 'Prognosis', 'Risk Factors']",,,,1995/10/01 00:00,1995/10/01 00:01,['1995/10/01 00:00'],"['1995/10/01 00:00 [pubmed]', '1995/10/01 00:01 [medline]', '1995/10/01 00:00 [entrez]']",,ppublish,Occup Med. 1995 Oct-Dec;10(4):747-62.,,,,,,59,,,,,,,,,,,
20256635,NLM,MEDLINE,20100318,20181201,0035-9238 (Print) 0035-9238 (Linking),109,Pt 2,1946,The statistical study of infectious diseases.,85-110,,,,"['GREENWOOD, M']",['GREENWOOD M'],,['eng'],['Journal Article'],,England,J R Stat Soc Ser A,Journal of the Royal Statistical Society. Series A (General),7503112,OM,"['*Biometry', 'Communicable Diseases/*epidemiology/*statistics & numerical data']",,['NLM'],['*COMMUNICABLE DISEASES/epidemiology and statistics'],1946/01/01 00:00,2011/01/06 06:00,['2010/03/19 06:00'],"['2010/03/19 06:00 [entrez]', '1946/01/01 00:00 [pubmed]', '2011/01/06 06:00 [medline]']",,ppublish,J R Stat Soc Ser A. 1946;109(Pt 2):85-110.,,,,,,,,,,,,['CLML: 4713:867q'],,,,,
24741949,NLM,MEDLINE,20140513,20161020,0869-6047 (Print) 0869-6047 (Linking),,12,2013,[The concept of infectious diseases pathogenesis].,89-92,,"In this article a concept of infectious disease pathogenesis as consisted with clinical symptoms is provided. The course of disease, immediate and long-term consequences depend on the mode of entry. If the infection comes via oropharynx, airway, gastrointestinal tract or via skin, the immune system provides adequate immune response. This leads to typical symptoms, cyclical clinic progression and usually to the recovery with the formation of full sterile immunity. In case of parenteral way of infection, which includes perinatal way, there is no full mode of entry, the disease takes chronic course involving visceral organs because of different mechanisms of affinity and new tropic organ involving. For the full sanogenesis germ or its mediators should persist in the primary focus of infection. It is suggested, that HIV, HCV, hepatitis B virus, tetanus, rabies and other infectious diseases with inner organs involvement, as well as all slow infections, should be treated as infectious diseases with the parental way of infection, proceeding with affinity changings, which lead to the appearance of new tropic sites in visceral organs. The theory of the mode of entry, affinity, appearance of tropic sites in visceral organs should form the basis of modern infectology.",,"['Uchaikin, V F', 'Shamsheva, O V']","['Uchaikin VF', 'Shamsheva OV']",,['rus'],"['English Abstract', 'Journal Article']",,Russia (Federation),Vestn Ross Akad Med Nauk,Vestnik Rossiiskoi akademii meditsinskikh nauk,9215641,IM,"['Chronic Disease', '*Communicable Diseases/classification/diagnosis/physiopathology', '*Disease Progression', 'Humans', '*Organs at Risk', 'Patient Acuity', 'Symptom Assessment']",,,,2013/01/01 00:00,2014/05/14 06:00,['2014/04/19 06:00'],"['2014/04/19 06:00 [entrez]', '2013/01/01 00:00 [pubmed]', '2014/05/14 06:00 [medline]']",,ppublish,Vestn Ross Akad Med Nauk. 2013;(12):89-92.,,,,,,,,,,,,,,,,,
19127845,NLM,MEDLINE,20090130,20090108,0255-7053 (Print) 0255-7053 (Linking),37,4,2007 Oct,[A type analysis of the statutory infectious diseases in the Republican period].,215-7,,"In the current academic circle, there are different opinions about the types of the statutory infectious diseases in the Republican period, including the nine-, ten-, eleven- and thirteen-type hypotheses being the most popular. They are different not only on the diseases types, but also about the time of its announcement. This article argues that there were eight kinds of statutory infectious diseases in 1916, i.e. cholera, dysentery, typhoid, smallpox, diphtheria, scarlatina,plague, and typhus; nine in 1928, with cerebrospinal meningitis being added; ten in 1944, with relapsing fever being added; after that, there were no changes. The appointed infectious diseases were initially relapsing fever and malaria; when the relapsing fever became the statutory one, then the appointed ones were the malaria and kala-azar. The establishment of the statutory and the appointed infectious diseases signified that the government of the Republican period had intervened in the administration of infectious diseases.",,"['Zhang, Tai-shan']",['Zhang TS'],"['Department of History, Hubei Normal University, Huangshi 435002, China.']",['chi'],"['English Abstract', 'Historical Article', 'Journal Article']",,China,Zhonghua Yi Shi Za Zhi,"Zhonghua yi shi za zhi (Beijing, China : 1980)",8303081,,"['China', 'Communicable Diseases/classification/*history', 'History, 20th Century', 'Humans']",,,,2007/10/01 00:00,2009/01/31 09:00,['2009/01/09 09:00'],"['2009/01/09 09:00 [entrez]', '2007/10/01 00:00 [pubmed]', '2009/01/31 09:00 [medline]']",,ppublish,Zhonghua Yi Shi Za Zhi. 2007 Oct;37(4):215-7.,,,,,,,,,,,,,,,,,
15760445,NLM,MEDLINE,20050825,20061115,1198-743X (Print) 1198-743X (Linking),11 Suppl 1,,2005 Apr,Conclusion: ESCMID declaration on meeting the challenges in clinical microbiology and infectious diseases.,50-1,,,,"['Struelens, M J', 'Van Eldere, J']","['Struelens MJ', 'Van Eldere J']","['Department of Microbiology, Universite Libre de Bruxelles, Hopital Erasme, Brussels, Belgium. marc.struelens@ulb.ac.be']",['eng'],"['Journal Article', ""Research Support, Non-U.S. Gov't""]",,England,Clin Microbiol Infect,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,9516420,IM,"['Bioterrorism', '*Communicable Disease Control', 'Communicable Diseases/diagnosis/economics/*epidemiology/therapy', 'Communicable Diseases, Emerging/therapy', 'Community-Acquired Infections/*prevention & control', 'Cross Infection/*prevention & control', 'Drug Resistance, Multiple, Bacterial', 'Europe', '*Health Policy', 'Humans', 'Infection Control Practitioners/*education']",,,,2005/03/12 09:00,2005/08/27 09:00,['2005/03/12 09:00'],"['2005/03/12 09:00 [pubmed]', '2005/08/27 09:00 [medline]', '2005/03/12 09:00 [entrez]']","['CLM1092 [pii]', '10.1111/j.1469-0691.2005.01092.x [doi]']",ppublish,Clin Microbiol Infect. 2005 Apr;11 Suppl 1:50-1. doi: 10.1111/j.1469-0691.2005.01092.x.,,,,,,,,,,,,,,,,,
11203366,NLM,MEDLINE,20001219,20161020,0256-2855 (Print) 0256-2855 (Linking),110,10,2000,[Infectious diseases in the dental office].,"1095-8, 1121-3",,,,"['Vetter, C']",['Vetter C'],,"['fre', 'ger']",['News'],,Switzerland,Schweiz Monatsschr Zahnmed,Schweizer Monatsschrift fur Zahnmedizin = Revue mensuelle suisse d'odonto-stomatologie = Rivista mensile svizzera di odontologia e stomatologia,8709597,IM,"['*Communicable Disease Control', 'Communicable Diseases/microbiology/*transmission/virology', 'Dental Care/*methods', 'Humans']",,,,2001/02/24 12:00,2001/02/28 10:01,['2001/02/24 12:00'],"['2001/02/24 12:00 [pubmed]', '2001/02/28 10:01 [medline]', '2001/02/24 12:00 [entrez]']",,ppublish,"Schweiz Monatsschr Zahnmed. 2000;110(10):1095-8, 1121-3.",,,,,,,,,Les maladies infectieuses au cabinet dentaire.,,,,,,,,
26960840,NLM,MEDLINE,20160512,20160310,1438-3276 (Print) 1438-3276 (Linking),157,21-22,2015 Dec 14,[Currently your infectious diseases knowledge is required].,"10-2, 14",10.1007/s15006-015-7578-x [doi],,,"['Oberhofer, Elke']",['Oberhofer E'],['.'],['ger'],['News'],,Germany,MMW Fortschr Med,MMW Fortschritte der Medizin,100893959,IM,"['Communicable Diseases/*diagnosis/epidemiology/*transmission', 'Cross-Sectional Studies', '*General Practice', 'Germany', 'Humans', 'Rare Diseases', '*Refugees', '*Transients and Migrants', '*Travel Medicine']",,,,2016/03/11 06:00,2016/05/14 06:00,['2016/03/11 06:00'],"['2016/03/11 06:00 [entrez]', '2016/03/11 06:00 [pubmed]', '2016/05/14 06:00 [medline]']","['10.1007/s15006-015-7578-x [pii]', '10.1007/s15006-015-7578-x [doi]']",ppublish,"MMW Fortschr Med. 2015 Dec 14;157(21-22):10-2, 14. doi: 10.1007/s15006-015-7578-x.",,,,,,,,,Jetzt ist Ihr infektiologisches Wissen gefragt!,,,,,,,,
6922534,NLM,MEDLINE,19821203,20161123,0029-6511 (Print) 0029-6511 (Linking),155,9,1982 Sep 1,Notifiable infectious diseases. 1. Always a menace.,24-5,,,,"['Thomson, W']",['Thomson W'],,['eng'],['Journal Article'],,England,Nurs Mirror,Nursing mirror,7708429,,"['*Communicable Disease Control', 'Communicable Diseases/diagnosis/*epidemiology', 'Humans', 'United Kingdom']",,,,1982/09/01 00:00,1982/09/01 00:01,['1982/09/01 00:00'],"['1982/09/01 00:00 [pubmed]', '1982/09/01 00:01 [medline]', '1982/09/01 00:00 [entrez]']",,ppublish,Nurs Mirror. 1982 Sep 1;155(9):24-5.,,,,,,,,,,,,,,,,,
7879783,NLM,MEDLINE,19950404,20190512,0002-9262 (Print) 0002-9262 (Linking),141,5,1995 Mar 1,The distribution of incubation periods of infectious disease. 1949.,386-94; discussion 385,,"1. Characteristics of the distribution of incubation periods of a number of infectious diseases, as reported in the literature, have been reviewed. 2. The usual frequency curve of incubation time takes the form of a logarithmic normal curve. This appears to be equally true of diseases with very short and very long incubation periods. 3. The measure of variation in incubation periods used in this study, termed the dispersion factor, is the antilogarithm of the logarithmic standard deviation. Dispersion factors for most of the diseases studied range from 1.2 to 1.5 and are independent of mean length of incubation. 4. Some epidemiological uses for a knowledge of the distribution of incubation time are discussed.",,"['Sartwell, P E']",['Sartwell PE'],,['eng'],"['Biography', 'Classical Article', 'Historical Article', 'Journal Article']",,United States,Am J Epidemiol,American journal of epidemiology,7910653,IM,"['Communicable Diseases/epidemiology/*history/physiopathology', 'History, 20th Century', 'Humans', 'Normal Distribution', 'Time Factors']",,,,1995/03/01 00:00,1995/03/01 00:01,['1995/03/01 00:00'],"['1995/03/01 00:00 [pubmed]', '1995/03/01 00:01 [medline]', '1995/03/01 00:00 [entrez]']",['10.1093/oxfordjournals.aje.a117440 [doi]'],ppublish,Am J Epidemiol. 1995 Mar 1;141(5):386-94; discussion 385. doi: 10.1093/oxfordjournals.aje.a117440.,,,,,,,,,,,,,,,,['Sartwell PE'],"['Sartwell, P E']"
24046397,NLM,MEDLINE,20141023,20141120,1743-0593 (Electronic) 1743-0585 (Linking),99,1,2014 Feb,Fifteen-minute consultation: The infant with frequent infections.,8-12,10.1136/archdischild-2013-303971 [doi],"Children with frequent or recurrent infections commonly present to medical practitioners in both primary and secondary care. Here we provide a structured approach to the consultation of the infant under 2 years of age with frequent infections. The key is a focused history and examination to elicit red flags to an underlying diagnosis, while at the same time seeking benign explanations for the frequency of infections, which account for the majority of children, thereby avoiding unnecessary investigations.",,"['Bryant, Penelope A', 'South, Mike']","['Bryant PA', 'South M']","[""Infectious Diseases Unit, Department of General Medicine, Royal Children's Hospital, Parkville, Australia.""]",['eng'],['Journal Article'],20130917,England,Arch Dis Child Educ Pract Ed,Archives of disease in childhood. Education and practice edition,101220684,IM,"['Cohort Studies', 'Communicable Diseases/*diagnosis/immunology/microbiology/*therapy', 'Female', 'Humans', 'Immune System Diseases/*diagnosis/*therapy', 'Infant', 'Male', 'Practice Guidelines as Topic', 'Primary Health Care/*methods', 'Risk Factors', 'Secondary Prevention']",,['NOTNLM'],"['Allergy', 'Immunology', 'Infectious Diseases', 'Respiratory']",2013/09/21 06:00,2014/10/24 06:00,['2013/09/19 06:00'],"['2013/09/19 06:00 [entrez]', '2013/09/21 06:00 [pubmed]', '2014/10/24 06:00 [medline]']","['archdischild-2013-303971 [pii]', '10.1136/archdischild-2013-303971 [doi]']",ppublish,Arch Dis Child Educ Pract Ed. 2014 Feb;99(1):8-12. doi: 10.1136/archdischild-2013-303971. Epub 2013 Sep 17.,,,,,,,,,,,,,,,,,
9762642,NLM,MEDLINE,19981209,20190515,1099-3460 (Print) 1468-2869 (Electronic) 1099-3460 (Linking),75,3,1998 Sep,Emerging infectious diseases': meeting the challenge. Introduction.,459-62,,,,"['Gold, J']",['Gold J'],,['eng'],['Journal Article'],,United States,J Urban Health,Journal of urban health : bulletin of the New York Academy of Medicine,9809909,IM,"['Communicable Disease Control', '*Communicable Diseases/diagnosis/epidemiology/transmission', 'Disease Outbreaks/prevention & control', 'Drug Resistance, Microbial', 'Forecasting', 'Humans']",PMC5587425,,,1998/10/08 00:00,1998/10/08 00:01,['1998/10/08 00:00'],"['1998/10/08 00:00 [pubmed]', '1998/10/08 00:01 [medline]', '1998/10/08 00:00 [entrez]']","['BF02427683 [pii]', '10.1007/BF02427683 [doi]']",ppublish,J Urban Health. 1998 Sep;75(3):459-62. doi: 10.1007/BF02427683.,,,,,,,,,,,,,,,,,
6535401,NLM,MEDLINE,19850628,20061115,0302-4342 (Print) 0302-4342 (Linking),21,4,1984 Sep 30,[Emergencies in infectious diseases].,321-9,,,,"['Molina, J A', 'Loscertales, M', 'Bayes, R', 'del Moral, E', 'Giron, F', 'Maldonado, J', 'Narbona, E']","['Molina JA', 'Loscertales M', 'Bayes R', 'del Moral E', 'Giron F', 'Maldonado J', 'Narbona E']",,['spa'],['Journal Article'],,Spain,An Esp Pediatr,Anales espanoles de pediatria,0420463,IM,"['Child, Preschool', 'Communicable Diseases/diagnosis/etiology/*therapy', 'Emergencies', 'Humans', 'Infant', 'Sepsis/diagnosis/etiology/therapy']",,,,1984/09/30 00:00,1984/09/30 00:01,['1984/09/30 00:00'],"['1984/09/30 00:00 [pubmed]', '1984/09/30 00:01 [medline]', '1984/09/30 00:00 [entrez]']",,ppublish,An Esp Pediatr. 1984 Sep 30;21(4):321-9.,,,,,,,,,Urgencias en enfermedades infecciosas.,,,,,,,,
27522811,NLM,MEDLINE,20161213,20190724,0021-5384 (Print) 0021-5384 (Linking),103,11,2014 Nov 10,[Progress in Diagnostic Technology and Management of Infectious Diseases. Topics: III. Progress in Treatment of Infectious Diseases; 1. Antimicrobial use--up to date].,2714-20,,,,"['Aoki, Yosuke']",['Aoki Y'],,['jpn'],['Journal Article'],,Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Anti-Infective Agents/*therapeutic use', 'Communicable Diseases/complications/*drug therapy', 'Fever/etiology', 'Humans']",,,,2014/11/10 00:00,2016/12/15 06:00,['2016/08/16 06:00'],"['2016/08/16 06:00 [entrez]', '2014/11/10 00:00 [pubmed]', '2016/12/15 06:00 [medline]']",['10.2169/naika.103.2714 [doi]'],ppublish,Nihon Naika Gakkai Zasshi. 2014 Nov 10;103(11):2714-20. doi: 10.2169/naika.103.2714.,,,['0 (Anti-Infective Agents)'],,,,,,,,,,,,,,
27522813,NLM,MEDLINE,20161213,20190724,0021-5384 (Print) 0021-5384 (Linking),103,11,2014 Nov 10,[Progress in Diagnostic Technology and Management of Infectious Diseases. Topics: III. Progress in Treatment of Infectious Diseases: 3. Multidisciplinary therapy for severe infection].,2728-34,,,,"['Ishii, Yoshiki']",['Ishii Y'],,['jpn'],['Journal Article'],,Japan,Nihon Naika Gakkai Zasshi,Nihon Naika Gakkai zasshi. The Journal of the Japanese Society of Internal Medicine,19130210R,IM,"['Acute Disease', '*Combined Modality Therapy', 'Communicable Diseases/complications/*therapy', 'Humans', 'Sepsis/microbiology/therapy']",,,,2014/11/10 00:00,2016/12/15 06:00,['2016/08/16 06:00'],"['2016/08/16 06:00 [entrez]', '2014/11/10 00:00 [pubmed]', '2016/12/15 06:00 [medline]']",['10.2169/naika.103.2728 [doi]'],ppublish,Nihon Naika Gakkai Zasshi. 2014 Nov 10;103(11):2728-34. doi: 10.2169/naika.103.2728.,,,,,,,,,,,,,,,,,
10422420,NLM,MEDLINE,19990812,20150901,1607-551X (Print) 1607-551X (Linking),15 Suppl,,1999,Emerging problems in infectious diseases.,S36-41,,,,"['Henderson, D A']",['Henderson DA'],"['Johns Hopkins University, Baltimore, MD, USA.']",['eng'],['Journal Article'],,China (Republic : 1949- ),Kaohsiung J Med Sci,The Kaohsiung journal of medical sciences,100960562,IM,"['Communicable Disease Control', 'Communicable Diseases/*epidemiology/etiology', 'Humans', 'Recurrence']",,,,1999/07/28 00:00,1999/07/28 00:01,['1999/07/28 00:00'],"['1999/07/28 00:00 [pubmed]', '1999/07/28 00:01 [medline]', '1999/07/28 00:00 [entrez]']",,ppublish,Kaohsiung J Med Sci. 1999;15 Suppl:S36-41.,,,,,,,,,,,,,,,,,
3911133,NLM,MEDLINE,19860305,20041117,0030-2465 (Print) 0030-2465 (Linking),52,3,1985 Sep,The epidemiology of infectious diseases of livestock.,195-200,,"From the time of the first modern studies of infectious diseases, by Koch, Pasteur, Theiler and their colleagues, it has been clear that laboratory investigation must be complemented by epidemiologic investigation. The measurement of all aspects of the natural history of a disease in naturally affected populations is necessary if we are to rationally design control regimens. Building upon a historic perspective, this paper presents a view of the present status of epidemiology as it pertains to animal disease control, and presents a view of the merits of expanding the use of this science in future animal disease control programs, internationally, in developed and developing countries. The basis for this view lies in adaptation of principles employed in human infectious disease epidemiology, and principles which guide the organization of international disease control agencies.",,"['Murphy, F A']",['Murphy FA'],,['eng'],"['Historical Article', 'Journal Article']",,South Africa,Onderstepoort J Vet Res,The Onderstepoort journal of veterinary research,0401107,IM,"['Animals', 'Animals, Domestic', 'Communicable Disease Control', 'Communicable Diseases/epidemiology/history/*veterinary', 'Disease Outbreaks/veterinary', 'Epidemiologic Methods/veterinary', 'History, 20th Century', 'Humans', 'Veterinary Medicine']",,,,1985/09/01 00:00,1985/09/01 00:01,['1985/09/01 00:00'],"['1985/09/01 00:00 [pubmed]', '1985/09/01 00:01 [medline]', '1985/09/01 00:00 [entrez]']",,ppublish,Onderstepoort J Vet Res. 1985 Sep;52(3):195-200.,,,,,,,,,,,,,,,,,
15461204,NLM,MEDLINE,20041221,20190906,0393-2990 (Print) 0393-2990 (Linking),19,7,2004,The incidence of infectious diseases and changes in the mortality of atherosclerosis-related complications in the Czech population over the past two decades.,707-10,,,,"['Dvorakova, Alena', 'Poledne, Rudolf']","['Dvorakova A', 'Poledne R']",,['eng'],['Letter'],,Netherlands,Eur J Epidemiol,European journal of epidemiology,8508062,IM,"['Arteriosclerosis/complications/*mortality', 'Bacterial Infections/classification/epidemiology', 'Communicable Diseases/classification/*epidemiology/microbiology/virology', 'Czech Republic/epidemiology', 'Humans', 'Incidence', 'Population Surveillance', 'Virus Diseases/classification/epidemiology']",,,,2004/10/06 09:00,2004/12/22 09:00,['2004/10/06 09:00'],"['2004/10/06 09:00 [pubmed]', '2004/12/22 09:00 [medline]', '2004/10/06 09:00 [entrez]']",['10.1023/b:ejep.0000036769.77566.06 [doi]'],ppublish,Eur J Epidemiol. 2004;19(7):707-10. doi: 10.1023/b:ejep.0000036769.77566.06.,,,,,,,,,,,,,,,,,
8549110,NLM,MEDLINE,19960220,20191023,0147-9571 (Print) 0147-9571 (Linking),18,4,1995 Sep,"The 13th International Symposium of the World Association of Veterinary Microbiologists, Immunologists and Specialists in Infectious Diseases Perugia, Mantova, Italy 2-7 October 1994.",223-6,,,,"['Martin, W B']",['Martin WB'],,['eng'],['Congress'],,England,Comp Immunol Microbiol Infect Dis,"Comparative immunology, microbiology and infectious diseases",7808924,IM,"['Allergy and Immunology', 'Animals', 'Communicable Diseases/immunology/microbiology/*veterinary', 'Humans', 'Italy', 'Microbiology', '*Veterinary Medicine']",,,,1995/09/01 00:00,1995/09/01 00:01,['1995/09/01 00:00'],"['1995/09/01 00:00 [pubmed]', '1995/09/01 00:01 [medline]', '1995/09/01 00:00 [entrez]']","['014795719599035N [pii]', '10.1016/0147-9571(95)99035-n [doi]']",ppublish,Comp Immunol Microbiol Infect Dis. 1995 Sep;18(4):223-6. doi: 10.1016/0147-9571(95)99035-n.,,,,,,,,,,,,,,,,,
9718927,NLM,MEDLINE,19980918,20191102,0300-2977 (Print) 0300-2977 (Linking),52,6,1998 Jun,The challenge of infectious diseases; the European perspective. Surveillance.,267-70,,,,"['Bartlett, C L']",['Bartlett CL'],"['PHLS Communicable Disease Surveillance Centre, London, UK.']",['eng'],['Journal Article'],,Netherlands,Neth J Med,The Netherlands journal of medicine,0356133,IM,"['Communicable Diseases/diagnosis/*epidemiology', 'Humans', '*Population Surveillance']",,,,1998/08/27 00:00,1998/08/27 00:01,['1998/08/27 00:00'],"['1998/08/27 00:00 [pubmed]', '1998/08/27 00:01 [medline]', '1998/08/27 00:00 [entrez]']","['S0300297798000424 [pii]', '10.1016/s0300-2977(98)00042-4 [doi]']",ppublish,Neth J Med. 1998 Jun;52(6):267-70. doi: 10.1016/s0300-2977(98)00042-4.,,,,,,,,,,,,,,,,,
11427818,NLM,MEDLINE,20010823,20061115,0003-4509 (Print) 0003-4509 (Linking),59,3,2001 May,"[The worldwide challenges of ""new"" or reemerging communicable diseases at the dawn of the 21st century].",147-75,,"In spite of the very significant advances made during the 20 th century in the prevention and the treatment of communicable diseases, infections are still today, even in developed countries, a major cause of morbidity and mortality. New infectious diseases have emerged (AIDS, legionellosis, exterotoxigenic E. coli, Ebola fever), others have significantly reemerged (tuberculosis, diphtheria, Bartonella infections) or have seen their geographic distribution widen considerably (dengue, Hantavirus, West Nile Virus, Lyme disease). New and widespread hepatotropic viruses (mainly hepatitis C) have been identified, while the bacterial cause (Helicobacter pylori) of gastric ulcer was demonstrated. The second part of this review will deal with other examples of emerging or reemerging infections and with the problem of the increasing resistance of pathogens to antimicrobial agents. It will analyse the multiple causes of these various phenomena and describe the diverse strategies which should become available for the prevention and/or treatment of these numerous infectious diseases.",,"['Werner, G H']",['Werner GH'],"[""Membre Associe Libre de l'Academie nationale de Pharmacie.""]",['fre'],"['English Abstract', 'Journal Article', 'Review']",,France,Ann Pharm Fr,Annales pharmaceutiques francaises,2985176R,IM,"['Animals', 'Communicable Disease Control', 'Communicable Diseases/*epidemiology/transmission', 'Humans']",,,,2001/06/28 10:00,2001/08/24 10:01,['2001/06/28 10:00'],"['2001/06/28 10:00 [pubmed]', '2001/08/24 10:01 [medline]', '2001/06/28 10:00 [entrez]']",['61374 [pii]'],ppublish,Ann Pharm Fr. 2001 May;59(3):147-75.,,,,,,0,,,"Les defis mondiaux des maladies infectieuses ""nouvelles"" ou resurgentes en ce debut de XXIe siecle.",,,,,,,,
16044855,NLM,MEDLINE,20050926,20200409,1438-4221 (Print) 1618-0607 (Electronic) 1438-4221 (Linking),295,3,2005 Jun,"Threat of infection: microbes of high pathogenic potential--strategies for detection, control and eradication.",141-51,,"Infectious diseases due to microbes of high pathogenic potential remain a constant and variable threat for human and animal health. The emergence of new diseases or the re-emergence of diseases that were previously under control complicates the situation to date. Infectious disease research, which has undergone a dramatic progress in understanding disease mechanisms such as host-pathogen interactions, is now focusing increasingly on new strategies for prevention and therapy. Significant progress has been achieved in the development of delivery systems for protective heterologous protein antigens and in veterinary vaccinology. A landmark of infectious diseases research is the chemical synthesis of genomes, a major new field of research referred to as ""synthetic biology"", that to date has resulted in the chemical synthesis of the poliovirus and of phage phiX174 genomes and their expression as infectious viruses. On the molecular level the evolution of pathogens and mechanisms of genome flexibility, which account for several pathogenic properties of infectious agents, have received increased attention. Bacterial toxins are an additional threat to human health and their interference with host cells and cellular functions is receiving more attention.",,"['Hammerschmidt, Sven', 'Hacker, Jorg', 'Klenk, Hans-Dieter']","['Hammerschmidt S', 'Hacker J', 'Klenk HD']","['Research Center for Infectious Diseases, University of Wurzburg, Germany. s.hammerschmidt@mail.uni-wuerzburg.de']",['eng'],['Congress'],,Germany,Int J Med Microbiol,International journal of medical microbiology : IJMM,100898849,IM,"['Animals', 'Bacterial Toxins/metabolism/toxicity', '*Communicable Disease Control', 'Communicable Diseases/*microbiology', '*Communicable Diseases, Emerging/microbiology/prevention & control/virology', 'Humans', 'Vaccines']",PMC7129083,,,2005/07/28 09:00,2005/09/27 09:00,['2005/07/28 09:00'],"['2005/07/28 09:00 [pubmed]', '2005/09/27 09:00 [medline]', '2005/07/28 09:00 [entrez]']","['S1438-4221(05)00045-7 [pii]', '10.1016/j.ijmm.2005.03.004 [doi]']",ppublish,Int J Med Microbiol. 2005 Jun;295(3):141-51. doi: 10.1016/j.ijmm.2005.03.004.,,,"['0 (Bacterial Toxins)', '0 (Vaccines)']",,,,,,,,,,,,,,
13425919,NLM,MEDLINE,20020501,20181201,0004-1955 (Print) 0004-1955 (Linking),19,2,1957,[Relation between non-infectious and infectious diseases].,75-8,,,,"['SOSOV, R F']",['SOSOV RF'],,['rus'],['Journal Article'],,Russia (Federation),Arkh Patol,Arkhiv patologii,0370604,OM,"['Communicable Diseases/*physiology', '*Nervous System']",,['NLM'],"['*COMMUNICABLE DISEASES/physiology', '*NERVOUS SYSTEM']",1957/01/01 00:00,1957/01/01 00:01,['1957/01/01 00:00'],"['1957/01/01 00:00 [pubmed]', '1957/01/01 00:01 [medline]', '1957/01/01 00:00 [entrez]']",,ppublish,Arkh Patol. 1957;19(2):75-8.,,,,,,,,,O sviazi mezhdu neinfektsionnymi i infektsionnymi bolezniami.,,,['CLML: 5732:24096'],,,,,
