PMID,OWN,STAT,DCOM,LR,IS,VI,IP,DP,TI,PG,LID,AB,CI,FAU,AU,AD,LA,GR,PT,PL,TA,JT,JID,SB,MH,PMC,MID,EDAT,MHDA,CRDT,PHST,AID,PST,SO,OTO,OT,COIS,TT,DEP,RN,CN,EIN,CIN,SI,AUID,RF,CRF,FIR,IR,CON,PMCR,PS,FPS,OID,RIN,GS
18631973,NLM,MEDLINE,20080826,20211203,1552-5279 (Electronic) 1552-5260 (Linking),4,4,2008 Jul,"Commentary on ""Perspective on race and ethnicity in Alzheimer's disease research"".",239-41,10.1016/j.jalz.2007.10.014 [doi],"There are persistent disparities in Alzheimer's disease by race and ethnicity that are not well understood. The emphasis given to seeking a genetic basis for racial differences might be a distraction from the more relevant issue of identifying preventable causes of Alzheimer's disease. The majority of Alzheimer's disease cases are diagnosed as the late onset type and are unlikely to be inherited. Late onset Alzheimer's disease cases, therefore, more likely represent variations in gene expression than gene frequency. Although conceptual and methodologic problems have limited our understanding of this relationship, race-based studies provide important opportunities to understand the environmental factors associated with gene expression. Improving our understanding of the factors associated with race and ethnicity might help to clarify the epidemiology and course of Alzheimer's disease.",,"['Griffith, Derek M', 'Griffith, Patrick A']","['Griffith DM', 'Griffith PA']","['Department of Health Behavior and Health Education, University of Michigan School of Public Health, Ann Arbor, MI, USA. pgriffith@mmc.edu']",['eng'],['P20RR011792/RR/NCRR NIH HHS/United States'],"['Comment', 'Journal Article', 'Research Support, N.I.H., Extramural']",United States,Alzheimers Dement,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978,IM,"['Alzheimer Disease/*ethnology/genetics', '*Ethnicity', 'Gene Expression', 'Humans', '*Racial Groups', 'Risk Factors']",,,2008/07/18 09:00,2008/08/30 09:00,['2008/07/18 09:00'],"['2007/07/23 00:00 [received]', '2007/10/03 00:00 [accepted]', '2008/07/18 09:00 [pubmed]', '2008/08/30 09:00 [medline]', '2008/07/18 09:00 [entrez]']","['S1552-5260(07)00637-1 [pii]', '10.1016/j.jalz.2007.10.014 [doi]']",ppublish,Alzheimers Dement. 2008 Jul;4(4):239-41. doi: 10.1016/j.jalz.2007.10.014. Epub 2007 Dec 21.,,,,,20071221,,,,,,,,,,,['Alzheimers Dement. 2008 Jul;4(4):233-8. PMID: 18631972'],,,,,,
29036817,NLM,MEDLINE,20180723,20230911,1875-8908 (Electronic) 1387-2877 (Linking),60,4,2017,Initial Heart Rate Reactivity to Socioemotional Pictures in Early-Onset Alzheimer's Disease.,1325-1332,10.3233/JAD-170319 [doi],"Patients with Alzheimer's disease (AD) often have generalized anxiety, particularly in early-onset AD (EOAD) or the first stages of their disease. This increased anxiety could be associated with decreased sensorimotor gating with increased attention to significant stimuli from AD pathology in the entorhinal cortex. We investigated whether widening initial attention to socioemotional stimuli was association with anxiety among 16 patients with first stage EOAD compared to 19 normal controls (NCs). The participants underwent assessment of their initial heart rate deceleration (""orienting response""; OR), a measure of attentional refocusing, to pictures (International Affective Picture Stimuli) varying in pleasant-unpleasant valence and social-nonsocial content. The results showed group differences; the EOAD patients had significantly larger ORs than the NCs across conditions, with larger ORs in each valence and social condition. In addition, the EOAD patients, but not the NCs, showed ORs to normally less threatening stimuli, particularly pleasant, but also less significantly, social stimuli. On the Neuropsychiatric Inventory, the ORs among the EOAD patients significantly correlated with anxiety scores. Together, these findings suggest that anxiety in mild EOAD may be associated with widening attentional refocusing to socioemotional stimuli, possibly reflecting decreased sensorimotor gating in the entorhinal cortex. This finding could be a potential biomarker for the first stages of AD.",,"['Karve, Simantini J', 'Jimenez, Elvira', 'Mendez, Mario F']","['Karve SJ', 'Jimenez E', 'Mendez MF']","['Department of Neurology, David Geffen School of Medicine, University of California at Los Angeles, CA, USA.', 'Department of Neurology, David Geffen School of Medicine, University of California at Los Angeles, CA, USA.', 'Department of Neurology, David Geffen School of Medicine, University of California at Los Angeles, CA, USA.', 'Departments of Psychiatry and Biobehavioral Sciences, David Geffen School of Medicine, University of California at Los Angeles, CA, USA.', 'V.A. Greater Los Angeles Healthcare System, Los Angeles, CA, USA.']",['eng'],,['Journal Article'],Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Age of Onset', 'Alzheimer Disease/epidemiology/*physiopathology/*psychology', 'Attention/physiology', 'Emotions/*physiology', 'Female', '*Heart Rate', 'Heart Rate Determination', 'Humans', 'Linear Models', 'Male', 'Middle Aged', 'Neuropsychological Tests', 'Photic Stimulation', '*Social Perception', 'Visual Perception/*physiology']",,,2017/10/19 06:00,2018/07/24 06:00,['2017/10/18 06:00'],"['2017/10/19 06:00 [pubmed]', '2018/07/24 06:00 [medline]', '2017/10/18 06:00 [entrez]']","['JAD170319 [pii]', '10.3233/JAD-170319 [doi]']",ppublish,J Alzheimers Dis. 2017;60(4):1325-1332. doi: 10.3233/JAD-170319.,['NOTNLM'],"[""Alzheimer's disease"", 'anxiety', 'heart rate', 'orienting response']",,,,,,,,,,,,,,,,,,,,
29186277,NLM,MEDLINE,20190821,20190821,2426-0266 (Electronic) 2274-5807 (Linking),4,2,2017,Getting More Clinically Meaningful Measures of Functional Impairment for Alzheimer's Disease.,67-68,10.14283/jpad.2017.11 [doi],,,"['Fillit, H']",['Fillit H'],"[""Howard Fillit, Founding Executive Director and Chief Science Officer, The Alzheimer's Drug Discovery Foundation, And Clinical Professor of Geriatric Medicine, Palliative Care and Neuroscience, The Icahn School of Medicine at Mount Sinai (NY), 57 West 57th Street, Suite 904 New York NY 10019, Telephone: 212.901.8000, Email: HFillit@AlzDiscovery.org.""]",['eng'],,['Journal Article'],Switzerland,J Prev Alzheimers Dis,The journal of prevention of Alzheimer's disease,101638820,,"['*Alzheimer Disease/complications/diagnosis', 'Humans']",,,2017/12/01 06:00,2019/08/23 06:00,['2017/11/30 06:00'],"['2017/11/30 06:00 [entrez]', '2017/12/01 06:00 [pubmed]', '2019/08/23 06:00 [medline]']",['10.14283/jpad.2017.11 [doi]'],ppublish,J Prev Alzheimers Dis. 2017;4(2):67-68. doi: 10.14283/jpad.2017.11.,,,,,,,,,,,,,,,,,,,,,,
31868670,NLM,MEDLINE,20201118,20201118,1875-8908 (Electronic) 1387-2877 (Linking),73,2,2020,Cognitive Improvements After Intermittent Deep Brain Stimulation of the Nucleus Basalis of Meynert in a Transgenic Rat Model for Alzheimer's Disease: A Preliminary Approach.,461-466,10.3233/JAD-190919 [doi],"Deep brain stimulation (DBS) of the nucleus basalis of Meynert (NBM) has been shown to exert promising therapeutical effects in a pilot study with patients suffering from Alzheimer's disease (AD). We aimed at comparing the cognitive effects of intermittent and continuous NBM stimulation paradigms in an animal model for AD. In this exploratory study, aged Tgf344-AD rats were behaviorally tested pre-, and post implantation, while being stimulated with unilateral- or bilateral-intermittent and bilateral-continuous patterns. Bilateral-intermittent NBM DBS lead to supernormal performance in a spatial memory task. These findings suggest that NBM DBS could be further refined, thereby improving patient care.",,"['Koulousakis, Philippos', 'van den Hove, Daniel', 'Visser-Vandewalle, Veerle', 'Sesia, Thibaut']","['Koulousakis P', 'van den Hove D', 'Visser-Vandewalle V', 'Sesia T']","['Department of Stereotactic and Functional Neurosurgery, University Hospital Cologne, Cologne, Germany.', 'European Graduate School of Neuroscience (EURON), AZ, Maastricht, The Netherlands.', 'Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience (MHeNs), Maastricht University, Maastricht, The Netherlands.', 'Department of Psychiatry and Neuropsychology, School for Mental Health and Neuroscience (MHeNs), Maastricht University, Maastricht, The Netherlands.', 'Department of Psychiatry, Division of Molecular Psychiatry, Laboratory of Translational Neuroscience, Center of Mental Health, University of Wurzburg, Wurzburg, Germany.', 'Department of Stereotactic and Functional Neurosurgery, University Hospital Cologne, Cologne, Germany.', 'European Graduate School of Neuroscience (EURON), AZ, Maastricht, The Netherlands.', 'Department of Stereotactic and Functional Neurosurgery, University Hospital Cologne, Cologne, Germany.', 'European Graduate School of Neuroscience (EURON), AZ, Maastricht, The Netherlands.']",['eng'],,['Journal Article'],Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Alzheimer Disease/genetics/*psychology/*therapy', 'Animals', '*Basal Nucleus of Meynert', 'Cognition', 'Deep Brain Stimulation/*methods', 'Electrodes, Implanted', 'Humans', 'Male', 'Motor Activity', 'Pilot Projects', 'Psychomotor Performance', 'Rats', 'Rats, Transgenic', 'Spatial Memory']",,,2019/12/24 06:00,2020/11/20 06:00,['2019/12/24 06:00'],"['2019/12/24 06:00 [pubmed]', '2020/11/20 06:00 [medline]', '2019/12/24 06:00 [entrez]']","['JAD190919 [pii]', '10.3233/JAD-190919 [doi]']",ppublish,J Alzheimers Dis. 2020;73(2):461-466. doi: 10.3233/JAD-190919.,['NOTNLM'],"[""Alzheimer's disease"", 'deep brain stimulation', 'intermittent stimulation', 'nucleus basalis of Meynert']",,,,,,,,,,,,,,,,,,,,
25024330,NLM,MEDLINE,20150723,20191210,1875-8908 (Electronic) 1387-2877 (Linking),42,4,2014,Fibroblast aggregation rate converges with validated peripheral biomarkers for Alzheimer's disease.,1279-94,10.3233/JAD-140672 [doi],"The inaccuracy of the diagnosis for Alzheimer's disease (AD) has made its therapeutic intervention difficult, particularly early enough to prevent significant neurodegeneration and cognitive dysfunction. Here, we describe a novel, highly accurate peripheral diagnostic for AD patients based on quantitatively measured aggregation rate of human skin fibroblasts. The elevated aggregation rate with increasing cell density in AD cases is the basis of this new biomarker. The new biomarker was successfully cross-validated with two more mature assays, AD-Index, based on the imbalances of ERK1/2, and Morphology, based on network dynamics, and showed 92% overlap. A significant number of cases tested with this new biomarker were freshly obtained (n = 29), and 82% of the cases are hyper-validated cases, i.e., autopsy and/or genetically confirmed AD or non-Alzheimer's disease demented patients (Non-ADD) and non-demented age-matched controls. Furthermore, we show that by using a simple majority rule, i.e., two out of the three assays have the same outcome, we significantly increase the agreement with clinical AD diagnosis (100%). Based on the high accuracy of this strategy, the biomarker profile appears to accurately identify AD patients for therapeutic intervention.",,"['Chirila, Florin V', 'Khan, Tapan K', 'Alkon, Daniel L']","['Chirila FV', 'Khan TK', 'Alkon DL']","['Blanchette Rockefeller Neurosciences Institute, Morgantown, WV, USA.', 'Blanchette Rockefeller Neurosciences Institute, Morgantown, WV, USA.', 'Blanchette Rockefeller Neurosciences Institute, Morgantown, WV, USA.']",['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't"", 'Validation Study']",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Alzheimer Disease/diagnosis/genetics/pathology/*physiopathology', 'Biomarkers', 'Cell Aggregation', 'Cells, Cultured', 'Female', 'Fibroblasts/*physiology', 'Humans', 'Huntington Disease/physiopathology', 'Male', 'Middle Aged', 'Reproducibility of Results', 'Young Adult']",,,2014/07/16 06:00,2015/07/24 06:00,['2014/07/16 06:00'],"['2014/07/16 06:00 [entrez]', '2014/07/16 06:00 [pubmed]', '2015/07/24 06:00 [medline]']","['556664232R36075W [pii]', '10.3233/JAD-140672 [doi]']",ppublish,J Alzheimers Dis. 2014;42(4):1279-94. doi: 10.3233/JAD-140672.,['NOTNLM'],"['Aggregation rate', ""Alzheimer's disease"", 'cross-validation', 'majority rule', 'skin fibroblasts']",,,,['0 (Biomarkers)'],,,,,,,,,,,,,,,,
25633673,NLM,MEDLINE,20160119,20191220,1875-8908 (Electronic) 1387-2877 (Print) 1387-2877 (Linking),45,3,2015,Tracking discourse complexity preceding Alzheimer's disease diagnosis: a case study comparing the press conferences of Presidents Ronald Reagan and George Herbert Walker Bush.,959-63,10.3233/JAD-142763 [doi],"Changes in some lexical features of language have been associated with the onset and progression of Alzheimer's disease. Here we describe a method to extract key features from discourse transcripts, which we evaluated on non-scripted news conferences from President Ronald Reagan, who was diagnosed with Alzheimer's disease in 1994, and President George Herbert Walker Bush, who has no known diagnosis of Alzheimer's disease. Key word counts previously associated with cognitive decline in Alzheimer's disease were extracted and regression analyses were conducted. President Reagan showed a significant reduction in the number of unique words over time and a significant increase in conversational fillers and non-specific nouns over time. There was no significant trend in these features for President Bush.",,"['Berisha, Visar', 'Wang, Shuai', 'LaCross, Amy', 'Liss, Julie']","['Berisha V', 'Wang S', 'LaCross A', 'Liss J']","['Department of Speech and Hearing Science, Arizona State University, Tempe, AZ, USA.', 'Department of Speech and Hearing Science, Arizona State University, Tempe, AZ, USA.', 'Department of Speech and Hearing Science, Arizona State University, Tempe, AZ, USA.', 'Department of Speech and Hearing Science, Arizona State University, Tempe, AZ, USA.']",['eng'],['R01 DC006859/DC/NIDCD NIH HHS/United States'],"['Historical Article', 'Journal Article']",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Aged, 80 and over', 'Alzheimer Disease/*complications/*diagnosis/history', 'Cognition Disorders/*etiology', 'Disease Progression', 'History, 20th Century', 'Humans', '*Leadership', 'Male', 'Neuropsychological Tests']",PMC6922000,['NIHMS1062581'],2015/01/31 06:00,2016/01/20 06:00,['2015/01/31 06:00'],"['2015/01/31 06:00 [entrez]', '2015/01/31 06:00 [pubmed]', '2016/01/20 06:00 [medline]']","['A1657868X2V30G41 [pii]', '10.3233/JAD-142763 [doi]']",ppublish,J Alzheimers Dis. 2015;45(3):959-63. doi: 10.3233/JAD-142763.,['NOTNLM'],"['Early diagnosis', 'language', 'medical informatics', 'natural language processing']",,,,,,,,,,,,,,,,,,,,
30412494,NLM,MEDLINE,20191125,20191125,1875-8908 (Electronic) 1387-2877 (Linking),66,4,2018,Neuropsychiatric Symptoms Complicating the Diagnosis of Alzheimer's Disease: A Case Report.,1363-1369,10.3233/JAD-180700 [doi],"Neuropsychiatric symptoms (NPS) are increasingly recognized as a core element of Alzheimer's disease (AD); however, clinicians still consider AD primarily as a cognitive disorder. We describe a case in which the underrecognition of NPS as part of AD resulted in substantial delay of an AD diagnosis, a wrong psychiatric diagnosis, and the organization of inappropriate care. The aim of this paper is to acknowledge NPS as an (early) manifestation of AD and to suggest features that may point toward underlying AD in older adults with late-life behavioral changes.",,"['Eikelboom, Willem S', 'van Rooij, Jeroen G J', 'van den Berg, Esther', 'Coesmans, Michiel', 'Jiskoot, Lize C', 'Singleton, Ellen', 'Ossenkoppele, Rik', 'van Swieten, John C', 'Seelaar, Harro', 'Papma, Janne M']","['Eikelboom WS', 'van Rooij JGJ', 'van den Berg E', 'Coesmans M', 'Jiskoot LC', 'Singleton E', 'Ossenkoppele R', 'van Swieten JC', 'Seelaar H', 'Papma JM']","['Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Psychiatry, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Neurology, VUmc Alzheimer Center, Amsterdam, the Netherlands.', 'Department of Neurology, VUmc Alzheimer Center, Amsterdam, the Netherlands.', 'Clinical Memory Research Unit, Lund University, Malmo, Sweden.', 'Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.', 'Department of Neurology, Erasmus MC, University Medical Center, Rotterdam, the Netherlands.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Alzheimer Disease/*complications/*diagnosis/diagnostic imaging', 'Brain/diagnostic imaging', 'Female', 'Humans', 'Magnetic Resonance Imaging', 'Memory Disorders/*etiology', 'Middle Aged', 'Neuropsychological Tests', 'Panic Disorder/*etiology']",,,2018/11/10 06:00,2019/11/26 06:00,['2018/11/10 06:00'],"['2018/11/10 06:00 [pubmed]', '2019/11/26 06:00 [medline]', '2018/11/10 06:00 [entrez]']","['JAD180700 [pii]', '10.3233/JAD-180700 [doi]']",ppublish,J Alzheimers Dis. 2018;66(4):1363-1369. doi: 10.3233/JAD-180700.,['NOTNLM'],"[""Alzheimer's disease"", 'behavior', 'dementia', 'diagnosis', 'neuropsychiatry']",,,,,,,,,,,,,,,,,,,,
22546356,NLM,MEDLINE,20120831,20120501,1552-5279 (Electronic) 1552-5260 (Linking),8,3,2012 May,"The epidemiology of Alzheimer's disease: laying the foundation for drug design, conduct, and analysis of clinical trials.",237-42,10.1016/j.jalz.2011.12.005 [doi],"Epidemiological studies increasingly inform Alzheimer's disease (AD) public health impact, prevention strategies, drug targets, therapeutic interventions, and clinical trial design. For this reason, the Alzheimer's Association Research Roundtable convened an international group of AD experts with experience in conducting both observational and clinical trials for a meeting on October 19 and 20, 2010, in Washington, DC, to discuss the role of epidemiologic studies in AD research and therapeutic advances. Topics included wellness markers and risk factors, with a focus on special populations such as those at elevated risk, super agers, and underserved populations. Discussions also highlighted lessons learned from observational studies of aging, cardiovascular disease, and other disease areas, as well as how new technologies have enabled the gathering of data relevant to drug development and clinical trial conduct.","[""Copyright (c) 2012 The Alzheimer's Association. Published by Elsevier Inc. All"", 'rights reserved.']","['Yaffe, Kristine', 'Tocco, Michael', 'Petersen, Ronald C', 'Sigler, Catherine', 'Burns, Leah C', 'Cornelius, Christel', 'Khachaturian, Ara S', 'Irizarry, Michael C', 'Carrillo, Maria C']","['Yaffe K', 'Tocco M', 'Petersen RC', 'Sigler C', 'Burns LC', 'Cornelius C', 'Khachaturian AS', 'Irizarry MC', 'Carrillo MC']","['Departments of Psychiatry, Neurology and Epidemiology, University of California, San Francisco, USA.']",['eng'],,['Journal Article'],United States,Alzheimers Dement,Alzheimer's & dementia : the journal of the Alzheimer's Association,101231978,IM,"['Alzheimer Disease/*drug therapy/*epidemiology', 'Antipsychotic Agents/*therapeutic use', '*Clinical Trials as Topic', '*Drug Design', '*Epidemiologic Studies', 'Humans', 'International Cooperation']",,,2012/05/02 06:00,2012/09/01 06:00,['2012/05/02 06:00'],"['2011/12/06 00:00 [received]', '2011/12/19 00:00 [accepted]', '2012/05/02 06:00 [entrez]', '2012/05/02 06:00 [pubmed]', '2012/09/01 06:00 [medline]']","['S1552-5260(12)00014-3 [pii]', '10.1016/j.jalz.2011.12.005 [doi]']",ppublish,Alzheimers Dement. 2012 May;8(3):237-42. doi: 10.1016/j.jalz.2011.12.005.,,,,,,['0 (Antipsychotic Agents)'],,,,,,,,,,,,,,,,
36946445,NLM,MEDLINE,20230323,20230405,2426-0266 (Electronic) 2274-5807 (Linking),10,2,2023,Fructose Consumption is Associated with a Higher Risk of Dementia and Alzheimer's Disease: A Prospective Cohort Study.,186-192,10.14283/jpad.2023.7 [doi],"BACKGROUND: This study aimed to investigate the association between fructose consumption and all-cause dementia, and Alzheimer's disease (AD) dementia. METHODS: We used data from the Framingham Offspring Study (FOS) Cohort exams 5 through 9. Fructose consumption was quantified using a food-frequency questionnaire (FFQ) at cohort examinations 5 and participants were dementia-free at baseline. Surveillance for incident events commenced at examination 9 through 2014. Multivariable Cox proportional hazards regression was used to estimate the hazard ratios for the association between fructose consumption and incidence of all-cause dementia and AD dementia. RESULTS: Over a mean follow-up of 15.2 (interquartile range, 12.3-17.1) years (31715.1 person-years), there were 233 dementia events of which 163 were AD dementia (70.0%). After multivariate adjustments, individuals with the highest consumption of fructose had a higher risk of all-cause dementia, and AD dementia when comparing daily cumulative consumption to 0 per week (reference), with HRs of 1.49 (95% 1.14-1.84, P for trend < 0.001) for all-cause dementia, and 1.60 (95%CI 1.22-2.01, P-trend < 0.001) for AD dementia. And the comparable results were shown in the subgroups for individuals with median consumption of fructose. CONCLUSION: Fructose consumption was associated with a higher risk of all-cause dementia and AD dementia.",,"['Yan, J', 'Zheng, K', 'Zhang, X', 'Jiang, Y']","['Yan J', 'Zheng K', 'Zhang X', 'Jiang Y']","['Yingsong Jiang, MD, PhD, Department of Nephrology, Chongqing General Hospital. No.118 Xingguang Avenue, Liangjiang New Area, Chongqing, 401147, China. Phone: +86-023-63532631, Fax: +86-023-63508599.']",['eng'],,['Journal Article'],Switzerland,J Prev Alzheimers Dis,The journal of prevention of Alzheimer's disease,101638820,IM,"['Humans', '*Alzheimer Disease/epidemiology/etiology/diagnosis', 'Prospective Studies', 'Proportional Hazards Models', 'Incidence']",,,2023/03/23 06:00,2023/03/24 06:00,['2023/03/22 07:52'],"['2023/03/22 07:52 [entrez]', '2023/03/23 06:00 [pubmed]', '2023/03/24 06:00 [medline]']",['10.14283/jpad.2023.7 [doi]'],ppublish,J Prev Alzheimers Dis. 2023;10(2):186-192. doi: 10.14283/jpad.2023.7.,['NOTNLM'],"[""Alzheimer's disease"", 'Framingham Offspring Study', 'Fructose', 'dementia', 'risk factors']",['The authors declare that they have no conflicts of interest.'],,,,,,,,,,,,,,,,,,,
28222535,NLM,MEDLINE,20180226,20180605,1875-8908 (Electronic) 1387-2877 (Linking),57,1,2017,Google Calendar Enhances Prospective Memory in Alzheimer's Disease: A Case Report.,285-291,10.3233/JAD-161283 [doi],"We investigated whether an external memory aid (i.e., Google Calendar) would alleviate prospective memory compromise in a patient with mild Alzheimer's disease. The patient was asked in the baseline phase to perform three prospective targeted events (e.g., attending her weekly bridge game at the community club) and three prospective control events (e.g., buying her weekly magazine). The same six prospective events were assessed in the intervention phase but the targeted-events were cued by Google Calendar while the control-events were not. Results showed less omission of the targeted events in the training phase than in the baseline phase, suggesting a positive effect of Google Calendar. This case report offers a unique view into how smartphone calendars may alleviate prospective memory compromise in patients with mild Alzheimer's disease.",,"['El Haj, Mohamad', 'Gallouj, Karim', 'Antoine, Pascal']","['El Haj M', 'Gallouj K', 'Antoine P']","['University of Lille, CNRS, CHU Lille, UMR 9193 - SCALab - Sciences Cognitives et Sciences Affectives, Lille, France.', 'Department of Geriatrics, Tourcoing Hospital, France.', 'University of Lille, CNRS, CHU Lille, UMR 9193 - SCALab - Sciences Cognitives et Sciences Affectives, Lille, France.']",['eng'],,"['Case Reports', 'Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Aged', 'Alzheimer Disease/*psychology/*rehabilitation', 'Cues', 'Female', 'Humans', 'Internet', '*Memory', 'Neuropsychological Tests', '*Smartphone']",,,2017/02/23 06:00,2018/02/27 06:00,['2017/02/23 06:00'],"['2017/02/23 06:00 [pubmed]', '2018/02/27 06:00 [medline]', '2017/02/23 06:00 [entrez]']","['JAD161283 [pii]', '10.3233/JAD-161283 [doi]']",ppublish,J Alzheimers Dis. 2017;57(1):285-291. doi: 10.3233/JAD-161283.,['NOTNLM'],"[""Alzheimer's disease"", 'Google Calendar', 'prospective memory: rehabilitation', 'smartphones']",,,,,,,,,,,,,,,,,,,,
27567866,NLM,MEDLINE,20180126,20180131,1875-8908 (Electronic) 1387-2877 (Linking),54,2,2016 Sep 6,Death Preparation and Boredom Reduction as Functions of Reminiscence in Alzheimer's Disease.,515-23,10.3233/JAD-160497 [doi],"Reminiscence, or the process of thinking or telling about past experience, is thought to serve social, instrumental, and integrative functions. Our paper investigated these functions in Alzheimer's disease (AD). Twenty-six participants with a clinical diagnosis of probable mild AD and 28 control older adults filled in a French adaptation of the Reminiscence Functions Scale. Eight specific functions were assessed: death preparation, identity, problem-solving, teaching/informing, conversation, boredom reduction, bitterness revival, and intimacy maintenance. Both older adults and AD participants reported reminiscence about their past to prepare themselves for the idea of their own mortality. All participants also reported reminiscence ""to reduce boredom"" and ""for something to do"". However, reminiscence for death preparation and boredom reduction was reported more by AD participants than by older adults. In all participants, the death preparation function of reminiscence was significantly correlated with depression. Individuals with AD seem to reminiscence to cope with thoughts about their own mortality. This helps them to see that they have lived a full life and can therefore accept death more calmly. Individuals with AD also seem to cope with boredom by using reminiscence, probably as a tool to fill time or simply to create ease of conversation.",,"['El Haj, Mohamad', 'Antoine, Pascal']","['El Haj M', 'Antoine P']",,['eng'],,"['Journal Article', ""Research Support, Non-U.S. Gov't""]",Netherlands,J Alzheimers Dis,Journal of Alzheimer's disease : JAD,9814863,IM,"['Aged', 'Alzheimer Disease/*diagnosis/epidemiology/*psychology', '*Attitude to Death', '*Boredom', 'Female', 'France/epidemiology', 'Humans', 'Male', 'Memory/physiology', '*Mental Recall/physiology', 'Middle Aged', 'Statistics, Nonparametric', 'Surveys and Questionnaires']",,,2016/08/29 06:00,2018/01/27 06:00,['2016/08/29 06:00'],"['2016/08/29 06:00 [entrez]', '2016/08/29 06:00 [pubmed]', '2018/01/27 06:00 [medline]']","['JAD160497 [pii]', '10.3233/JAD-160497 [doi]']",ppublish,J Alzheimers Dis. 2016 Sep 6;54(2):515-23. doi: 10.3233/JAD-160497.,['NOTNLM'],"[""Alzheimer's disease"", 'depression', 'reminiscence']",,,,,,,,,,,,,,,,,,,,
